,as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator,overall_approval_rate
504,2017,7197000003,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,214.0,Not applicable,3,Application denied by financial institution,3,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,61.01,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,52.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4824.0,37.22999954223633,75200.0,57.41999816894531,818.0,1626.0,,0.7940541042938857
505,2017,23-2769131,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,148.0,Not applicable,3,File closed for incompleteness,5,"Allentown, Bethlehem, Easton - PA, NJ",10900.0,Pennsylvania,PA,42.0,Lehigh County,77.0,63.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,42.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7237.0,21.059999465942383,75200.0,122.9000015258789,2144.0,2487.0,,0.7940541042938857
506,2017,05-0402708,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,164.0,Not applicable,3,Application denied by financial institution,3,Philadelphia - PA,37964.0,Pennsylvania,PA,42.0,Philadelphia County,101.0,54.0,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,26.0,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4.0,Debt-to-income ratio,1.0,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,1303.0,85.26000213623047,57400.0,133.85000610351562,221.0,394.0,,0.7940541042938857
507,2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,281.0,Not applicable,3,Loan originated,1,"Ogden, Clearfield - UT",36260.0,Utah,UT,49.0,Morgan County,29.0,9701.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,148.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,8983.0,5.46999979019165,75000.0,129.97000122070312,2149.0,2721.0,,0.7940541042938857
508,2017,46-4200240,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,476.0,Not applicable,3,Application denied by financial institution,3,"Chicago, Naperville, Arlington Heights - IL",16974.0,Illinois,IL,17.0,Cook County,31.0,306.01,Hispanic or Latino,1,"Information not provided by applicant in mail, Internet, or telephone application",3,White,5,,,,,,,,,Black or African American,3,,,,,,,,,Female,2,Male,1,145.0,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3788.0,46.619998931884766,77500.0,68.01000213623047,828.0,106.0,,0.7940541042938857
509,2017,0000817824,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,59.0,Not applicable,3,Loan originated,1,Richmond - VA,40060.0,Virginia,VA,51.0,Chesterfield County,41.0,1010.1,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Black or African American,3,,,,,,,,,Black or African American,3,,,,,,,,,Female,2,Male,1,47.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7970.0,15.40999984741211,78700.0,150.3699951171875,2506.0,2752.0,,0.7940541042938857
510,2017,75-1794257,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,1480.0,Not applicable,3,Application withdrawn by applicant,4,"Dallas, Plano, Irving - TX",19124.0,Texas,TX,48.0,Dallas County,113.0,193.01,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,550.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3037.0,5.989999771118164,73400.0,351.3699951171875,902.0,954.0,,0.7940541042938857
511,2017,74-2508160,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,305.0,Not applicable,3,Loan originated,1,"San Antonio, New Braunfels - TX",41700.0,Texas,TX,48.0,Wilson County,493.0,4.04,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,195.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6175.0,42.459999084472656,64300.0,186.13999938964844,2017.0,2099.0,,0.7940541042938857
512,2017,0000012311,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,145.0,Not applicable,3,Application denied by financial institution,3,Columbus - OH,18140.0,Ohio,OH,39.0,Franklin County,49.0,97.52,Hispanic or Latino,1,No co-applicant,5,Native Hawaiian or Other Pacific Islander,4,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,50.0,Loan was not originated or was not sold in calendar year covered by register,0,Other,9.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6219.0,13.600000381469728,73900.0,118.29000091552734,1755.0,2358.0,,0.7940541042938857
513,2017,0000004735,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,320.0,Not applicable,3,Loan originated,1,"Nassau County, Suffolk County - NY",35004.0,New York,NY,36.0,Nassau County,59.0,4098.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,114.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5622.0,91.75,110800.0,96.69000244140624,1379.0,1612.0,,0.7940541042938857
514,2017,0000712504,Office of the Comptroller of the Currency,OCC,1,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,5.0,Not applicable,3,Application denied by financial institution,3,"Kansas City - MO, KS",28140.0,Kansas,KS,20.0,Wyandotte County,209.0,436.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,47.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,,,,,,Not a HOEPA loan,2,Not secured by a lien,3,,,,6552.0,35.2599983215332,74600.0,74.83999633789062,1464.0,2311.0,,0.7940541042938857
515,2017,04-3660901,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,219.0,Not applicable,3,Application denied by financial institution,3,"Riverside, San Bernardino, Ontario - CA",40140.0,California,CA,6.0,Riverside County,65.0,435.08,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,47.0,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6721.0,50.709999084472656,63200.0,88.66000366210938,1585.0,2502.0,,0.7940541042938857
516,2017,05-0402708,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,86.0,Preapproval was not requested,2,Application denied by financial institution,3,"Orlando, Kissimmee, Sanford - FL",36740.0,Florida,FL,12.0,Osceola County,97.0,429.0,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,45.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,17107.0,70.05000305175781,58400.0,73.94000244140625,2546.0,4722.0,,0.7940541042938857
517,2017,0000090270,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,164.0,Not applicable,3,Loan originated,1,Boston - MA,14454.0,Massachusetts,MA,25.0,Plymouth County,23.0,5102.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,40.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7017.0,56.459999084472656,94300.0,71.76000213623047,1442.0,1809.0,,0.7940541042938857
518,2017,0004114567,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,4250.0,Not applicable,3,Application withdrawn by applicant,4,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,Richmond County,85.0,177.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,4130.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6918.0,18.780000686645508,73700.0,191.1699981689453,2113.0,2502.0,,0.7940541042938857
519,2017,0000003121,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,349.0,Not applicable,3,Application approved but not accepted,2,"Dallas, Plano, Irving - TX",19124.0,Texas,TX,48.0,Collin County,85.0,305.17,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,100.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6156.0,27.270000457763672,73400.0,167.33999633789062,1493.0,1927.0,,0.7940541042938857
520,2017,05-0402708,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,142.0,Not applicable,3,Application denied by financial institution,3,"St. Louis - MO, IL",41180.0,Missouri,MO,29.0,St. Louis County,189.0,2108.04,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,54.0,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,9786.0,87.36000061035156,74300.0,100.75,2517.0,3325.0,,0.7940541042938857
521,2017,75-2921540,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,139.0,Not applicable,3,Loan originated,1,Fresno - CA,23420.0,California,CA,6.0,Fresno County,19.0,40.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,46.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7436.0,84.27999877929688,50000.0,88.66999816894531,878.0,1641.0,,0.7940541042938857
522,2017,0000024326,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,45.0,Not applicable,3,Loan originated,1,"Oakland, Hayward, Berkeley - CA",36084.0,California,CA,6.0,Alameda County,1.0,4104.0,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,82.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,,4344.0,93.5999984741211,97400.0,69.61000061035156,903.0,1316.0,,0.7940541042938857
523,2017,7983500003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,167.0,Not applicable,3,Application withdrawn by applicant,4,"Dallas, Plano, Irving - TX",19124.0,Texas,TX,48.0,Collin County,85.0,304.05,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,90.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4972.0,41.5099983215332,73400.0,104.41999816894533,734.0,968.0,,0.7940541042938857
524,2017,0000024107,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,53.0,Not applicable,3,Application denied by financial institution,3,Green Bay - WI,24580.0,Wisconsin,WI,55.0,Brown County,9.0,16.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,34.0,Loan was not originated or was not sold in calendar year covered by register,0,Other,9.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6070.0,54.630001068115234,68800.0,54.97999954223633,1347.0,1810.0,,0.7940541042938857
525,2017,0000852320,Consumer Financial Protection Bureau,CFPB,9,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,62.0,Not applicable,3,Loan originated,1,"Cincinnati - OH, KY, IN",17140.0,Kentucky,KY,21.0,Boone County,15.0,702.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,62.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6506.0,12.600000381469728,73600.0,74.23999786376953,1349.0,1788.0,,0.7940541042938857
526,2017,26-2597540,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,382.0,Preapproval was not requested,2,Application withdrawn by applicant,4,"Orlando, Kissimmee, Sanford - FL",36740.0,Florida,FL,12.0,Osceola County,97.0,427.01,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,99.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,8151.0,83.76000213623047,58400.0,78.0,1304.0,2163.0,,0.7940541042938857
